nh,year,villid,thanaid,agehead,sexhead,educhead,famsize,hhland,hhasset,expfd,expnfd,exptot,dmmfd,dfmfd,weight,vaccess,pcirr,rice,wheat,milk,potato,egg,oil,lexptot,lnland,progvillm,progvillf
181054,1,1,18,36,1,1,5,13,9893.085,2384.0845,508.99976,2893.0842,0,0,1.4495413,1,.85000002,13.533631,7.4434972,6.7668157,9.157959,1.3533632,40.600895,7.9704242,.12221763,1,1
181063,1,1,18,70,0,0,5,233,132145,3338.0701,596.83325,3934.9033,0,1,.53516817,1,.85000002,13.533631,7.4434972,6.7668157,9.157959,1.3533632,40.600895,8.2778959,1.2029723,1,1
181083,1,1,18,48,1,2,5,1,2130,3243.1992,4170.3882,7413.5874,1,0,.53516817,1,.85000002,13.533631,7.4434972,6.7668157,9.157959,1.3533632,40.600895,8.9112043,.0099503305,1,1
181103,1,1,18,40,1,0,5,1,32070,5011.7744,5324.2656,10336.04,0,1,.53516817,1,.85000002,13.533631,7.4434972,6.7668157,9.157959,1.3533632,40.600895,9.2434893,.0099503305,1,1
181153,1,1,18,60,1,0,4,153,123041.01,3543.4429,754.33105,4297.7739,0,1,.53516817,1,.85000002,13.533631,7.4434972,6.7668157,9.157959,1.3533632,40.600895,8.3660851,.92821932,1,1
181163,1,1,18,30,1,4,5,85.5,68470.023,4138.043,1407.7681,5545.811,1,1,.53516817,1,.85000002,13.533631,7.4434972,6.7668157,9.157959,1.3533632,40.600895,8.6209784,.6178847,1,1
181173,1,1,18,37,1,2,5,103,91331.711,2933.55,1666.1252,4599.6753,1,0,.53516817,1,.85000002,13.533631,7.4434972,6.7668157,9.157959,1.3533632,40.600895,8.4339581,.70803577,1,1
181203,1,1,18,52,0,0,8,171.5,127967.25,2422.6892,629.90576,3052.595,0,1,.53516817,1,.85000002,13.533631,7.4434972,6.7668157,9.157959,1.3533632,40.600895,8.0240746,.99879193,1,1
182013,1,2,18,66,1,0,9,108,91400,5342.7769,2721.4624,8064.2393,0,1,.30303031,1,.75,10.375784,6.7668157,6.7668157,7.0211015,1.3533632,37.894169,8.9953184,.73236787,0,1
182015,1,2,18,38,1,1,5,54,37200,3967.5195,335.09229,4302.6118,0,1,1.9191918,1,.75,10.375784,6.7668157,6.7668157,7.0211015,1.3533632,37.894169,8.3672094,.43178242,0,1
182023,1,2,18,57,0,0,1,1,5300,6409.5278,18561.375,24970.902,0,1,.30303031,1,.75,10.375784,6.7668157,6.7668157,7.0211015,1.3533632,37.894169,10.125506,.0099503305,0,1
182024,1,2,18,39,0,0,1,1,2550,3938.2866,466.91016,4405.1968,0,1,2.121212,1,.75,10.375784,6.7668157,6.7668157,7.0211015,1.3533632,37.894169,8.3907671,.0099503305,0,1
182033,1,2,18,34,1,2,4,4.5,4542,2796.0481,418.3584,3214.4065,0,1,.30303031,1,.75,10.375784,6.7668157,6.7668157,7.0211015,1.3533632,37.894169,8.0757093,.044016887,0,1
182034,1,2,18,27,1,0,4,6,4333,4020.8418,233.62451,4254.4663,0,1,2.121212,1,.75,10.375784,6.7668157,6.7668157,7.0211015,1.3533632,37.894169,8.3559599,.058268908,0,1
182043,1,2,18,41,1,1,5,34,22228,3336.8523,270.53711,3607.3894,0,1,.30303031,1,.75,10.375784,6.7668157,6.7668157,7.0211015,1.3533632,37.894169,8.1910172,.29266962,0,1
182044,1,2,18,63,1,0,5,2,2061,3274.5974,272.97339,3547.5708,0,1,2.121212,1,.75,10.375784,6.7668157,6.7668157,7.0211015,1.3533632,37.894169,8.1743002,.019802628,0,1
182054,1,2,18,38,0,0,3,1,1309.3788,1969.9554,89.547485,2059.5029,0,0,2.121212,1,.75,10.375784,6.7668157,6.7668157,7.0211015,1.3533632,37.894169,7.6307054,.0099503305,0,1
182103,1,2,18,60,1,2,7,17,16464,3351.8938,459.07983,3810.9736,0,1,.30303031,1,.75,10.375784,6.7668157,6.7668157,7.0211015,1.3533632,37.894169,8.2459021,.15700375,0,1
182123,1,2,18,47,1,0,7,32,21227,1914.2355,196.91443,2111.1499,0,1,.30303031,1,.75,10.375784,6.7668157,6.7668157,7.0211015,1.3533632,37.894169,7.6554618,.27763173,0,1
182143,1,2,18,47,1,0,3,8.5,10082.556,4185.9521,398.11426,4584.0664,0,1,.30303031,1,.75,10.375784,6.7668157,6.7668157,7.0211015,1.3533632,37.894169,8.4305601,.081579991,0,1
182153,1,2,18,35,1,0,7,14.5,8492.3535,2506.8152,817.04468,3323.8599,0,1,.30303031,1,.75,10.375784,6.7668157,6.7668157,7.0211015,1.3533632,37.894169,8.1091824,.13540463,0,1
182163,1,2,18,41,1,5,6,131.5,78308.969,4426.8506,622.20898,5049.0596,0,1,.30303031,1,.75,10.375784,6.7668157,6.7668157,7.0211015,1.3533632,37.894169,8.5271549,.83940971,0,1
182183,1,2,18,41,1,0,4,49,41781.699,3613.1411,707.13232,4320.2734,0,1,.30303031,1,.75,10.375784,6.7668157,6.7668157,7.0211015,1.3533632,37.894169,8.3713055,.39877611,0,1
183015,1,3,18,75,1,5,8,517,441764.78,2068.2771,865.30664,2933.5837,0,0,1.5444015,1,.80000001,8.5712996,6.7668157,6.7668157,5.8000402,1.3533632,43.307621,7.9843211,1.8196988,0,1
183025,1,3,18,72,1,8,11,380,310718.59,2665.3872,474.29224,3139.6794,0,0,1.5444015,1,.80000001,8.5712996,6.7668157,6.7668157,5.8000402,1.3533632,43.307621,8.0521946,1.5686159,0,1
183034,1,3,18,66,1,0,4,1.5,9683.3125,3341.1152,1078.4609,4419.5762,0,0,2.3474903,1,.80000001,8.5712996,6.7668157,6.7668157,5.8000402,1.3533632,43.307621,8.3940248,.014888613,0,1
183035,1,3,18,62,1,1,4,157,107930.72,2009.6089,274.05615,2283.665,0,0,1.5444015,1,.80000001,8.5712996,6.7668157,6.7668157,5.8000402,1.3533632,43.307621,7.7339749,.94390589,0,1
183043,1,3,18,55,1,2,5,8,22270,4164.5688,433.61768,4598.1865,0,1,.30244529,1,.80000001,8.5712996,6.7668157,6.7668157,5.8000402,1.3533632,43.307621,8.4336348,.07696104,0,1
183044,1,3,18,45,0,0,3,104,2050,2566.8787,413.22681,2980.1055,0,1,2.3474903,1,.80000001,8.5712996,6.7668157,6.7668157,5.8000402,1.3533632,43.307621,8.0000496,.71294981,0,1
183053,1,3,18,42,1,3,5,59,40000,2194.0723,191.63623,2385.7085,0,1,.30244529,1,.80000001,8.5712996,6.7668157,6.7668157,5.8000402,1.3533632,43.307621,7.7776704,.46373403,0,1
183073,1,3,18,42,1,4,6,68,40400,5474.8047,2159.1782,7633.9829,0,1,.30244529,1,.80000001,8.5712996,6.7668157,6.7668157,5.8000402,1.3533632,43.307621,8.9404964,.51879382,0,1
183113,1,3,18,43,1,0,4,47,30350,4061.4426,1511.5374,5572.98,0,1,.30244529,1,.80000001,8.5712996,6.7668157,6.7668157,5.8000402,1.3533632,43.307621,8.625865,.3852624,0,1
183123,1,3,18,38,1,0,5,9,20920,3879.2798,2118.6899,5997.9697,0,1,.30244529,1,.80000001,8.5712996,6.7668157,6.7668157,5.8000402,1.3533632,43.307621,8.6993427,.086177699,0,1
183133,1,3,18,38,1,3,6,214,24357.83,2710.7864,2815.7844,5526.5708,0,1,.30244529,1,.80000001,8.5712996,6.7668157,6.7668157,5.8000402,1.3533632,43.307621,8.6175041,1.1442229,0,1
183143,1,3,18,47,1,0,3,49,35326.16,3877.8364,930.43701,4808.2734,0,1,.30244529,1,.80000001,8.5712996,6.7668157,6.7668157,5.8000402,1.3533632,43.307621,8.478301,.39877611,0,1
183173,1,3,18,37,1,0,7,4,6915.6855,1683.1969,237.0321,1920.229,0,1,.30244529,1,.80000001,8.5712996,6.7668157,6.7668157,5.8000402,1.3533632,43.307621,7.5607204,.039220713,0,1
183183,1,3,18,62,1,0,7,95,76566.523,2703.2461,273.37915,2976.6252,0,1,.30244529,1,.80000001,8.5712996,6.7668157,6.7668157,5.8000402,1.3533632,43.307621,7.9988813,.66782939,0,1
183193,1,3,18,40,1,0,5,53,38706.184,2278.522,658.41138,2936.9333,0,1,.30244529,1,.80000001,8.5712996,6.7668157,6.7668157,5.8000402,1.3533632,43.307621,7.9854617,.42526773,0,1
183203,1,3,18,48,1,3,4,33,24184.6,3050.1421,395.01294,3445.155,0,1,.30244529,1,.80000001,8.5712996,6.7668157,6.7668157,5.8000402,1.3533632,43.307621,8.1450148,.28517893,0,1
184014,1,4,18,29,1,0,3,1,1387.1973,1610.5021,378.94165,1989.4437,0,0,2.2733335,1,.77499998,9.0224209,7.4434972,6.7668157,6.1053057,1.5225335,27.067263,7.5961127,.0099503305,1,1
184034,1,4,18,35,1,0,6,20,28698.064,1664.1854,171.42615,1835.6116,0,0,2.2733335,1,.77499998,9.0224209,7.4434972,6.7668157,6.1053057,1.5225335,27.067263,7.5156775,.18232156,1,1
184035,1,4,18,44,1,5,5,486,369941.84,3314.6567,541.34546,3856.0022,0,0,1.488,1,.77499998,9.0224209,7.4434972,6.7668157,6.1053057,1.5225335,27.067263,8.2576456,1.7681496,1,1
184045,1,4,18,30,1,2,4,375,303302.19,3532.9543,9663.8584,13196.813,0,0,1.488,1,.77499998,9.0224209,7.4434972,6.7668157,6.1053057,1.5225335,27.067263,9.4878063,1.5581446,1,1
184053,1,4,18,35,1,0,6,30,16355.394,2165.6064,293.22876,2458.8352,0,1,.58063495,1,.77499998,9.0224209,7.4434972,6.7668157,6.1053057,1.5225335,27.067263,7.8078494,.26236427,1,1
184063,1,4,18,37,1,4,5,1,6536.7441,2257.1392,748.13916,3005.2783,1,0,.58063495,1,.77499998,9.0224209,7.4434972,6.7668157,6.1053057,1.5225335,27.067263,8.0084581,.0099503305,1,1
184093,1,4,18,38,1,4,7,15,12356.205,1884.0747,412.1958,2296.2705,1,0,.58063495,1,.77499998,9.0224209,7.4434972,6.7668157,6.1053057,1.5225335,27.067263,7.7394772,.13976194,1,1
184113,1,4,18,38,1,8,6,20,31952.906,2289.8904,658.07275,2947.9631,1,0,.58063495,1,.77499998,9.0224209,7.4434972,6.7668157,6.1053057,1.5225335,27.067263,7.9892087,.18232156,1,1
184143,1,4,18,65,1,14,9,180,162951.7,4078.134,754.49976,4832.6338,1,0,.58063495,1,.77499998,9.0224209,7.4434972,6.7668157,6.1053057,1.5225335,27.067263,8.4833536,1.0296195,1,1
184163,1,4,18,28,1,0,7,37,52618.758,2183.9414,348.49097,2532.4324,1,0,.58063495,1,.77499998,9.0224209,7.4434972,6.7668157,6.1053057,1.5225335,27.067263,7.8373303,.31481075,1,1
184173,1,4,18,40,1,0,6,2,1725.538,945.32416,1196.0347,2141.3589,1,0,.58063495,1,.77499998,9.0224209,7.4434972,6.7668157,6.1053057,1.5225335,27.067263,7.669663,.019802628,1,1
184183,1,4,18,45,1,3,8,26,26982.68,1758.5262,463.94983,2222.4761,0,1,.58063495,1,.77499998,9.0224209,7.4434972,6.7668157,6.1053057,1.5225335,27.067263,7.7068272,.23111172,1,1
184203,1,4,18,36,1,0,6,68,43246.719,2798.304,297.06323,3095.3672,0,1,.58063495,1,.77499998,9.0224209,7.4434972,6.7668157,6.1053057,1.5225335,27.067263,8.0379848,.51879382,1,1
184213,1,4,18,55,1,0,10,10,15604.277,2416.4299,416.76807,2833.198,0,1,.58063495,1,.77499998,9.0224209,7.4434972,6.7668157,6.1053057,1.5225335,27.067263,7.9495144,.095310181,1,1
191015,1,1,19,42,1,0,8,64,64480.984,1863.5811,310.42749,2174.0085,0,0,3.3696237,1,.15000001,9.9246626,8.1201782,10.826905,6.715836,2.0300446,40.600895,7.6847878,.49469623,1,1
191023,1,1,19,45,1,0,7,36,19250,2024.6312,347.04089,2371.6721,1,0,.5961982,1,.15000001,9.9246626,8.1201782,10.826905,6.715836,2.0300446,40.600895,7.7717719,.30748469,1,1
191025,1,1,19,50,1,2,4,66,61144.945,3208.4856,521.89063,3730.3762,0,0,3.3696237,1,.15000001,9.9246626,8.1201782,10.826905,6.715836,2.0300446,40.600895,8.2245321,.50681758,1,1
191043,1,1,19,48,1,0,6,42,73185,3265.6653,938.3313,4203.9966,0,1,.5961982,1,.15000001,9.9246626,8.1201782,10.826905,6.715836,2.0300446,40.600895,8.3440285,.35065687,1,1
191045,1,1,19,40,1,0,4,53,37860.332,3313.033,637.77222,3950.8052,0,1,3.3696237,1,.15000001,9.9246626,8.1201782,10.826905,6.715836,2.0300446,40.600895,8.2819281,.42526773,1,1
191053,1,1,19,36,1,2,4,6,35850,3639.1934,593.78809,4232.9814,0,1,.5961982,1,.15000001,9.9246626,8.1201782,10.826905,6.715836,2.0300446,40.600895,8.3508978,.058268908,1,1
191073,1,1,19,44,1,2,6,75,76049,3061.7583,921.41504,3983.1733,0,1,.5961982,1,.15000001,9.9246626,8.1201782,10.826905,6.715836,2.0300446,40.600895,8.2900848,.55961579,1,1
191083,1,1,19,60,1,1,6,69,51295,2256.0564,451.12109,2707.1775,1,0,.5961982,1,.15000001,9.9246626,8.1201782,10.826905,6.715836,2.0300446,40.600895,7.9040313,.52472854,1,1
191133,1,1,19,58,1,2,6,91,52110,1857.2654,385.7085,2242.9739,0,1,.5961982,1,.15000001,9.9246626,8.1201782,10.826905,6.715836,2.0300446,40.600895,7.7160034,.64710325,1,1
191143,1,1,19,60,1,0,10,40,31908,2499.3911,437.13623,2936.5273,0,1,.5961982,1,.15000001,9.9246626,8.1201782,10.826905,6.715836,2.0300446,40.600895,7.9853234,.33647224,1,1
191183,1,1,19,52,1,0,4,38,47469.211,2698.606,478.7522,3177.3582,1,0,.5961982,1,.15000001,9.9246626,8.1201782,10.826905,6.715836,2.0300446,40.600895,8.0641203,.3220835,1,1
191203,1,1,19,45,1,10,4,54,68865.883,3504.5337,795.94678,4300.4805,0,1,.5961982,1,.15000001,9.9246626,8.1201782,10.826905,6.715836,2.0300446,40.600895,8.3667145,.43178242,1,1
192023,1,2,19,68,1,6,4,25,60070,4983.7598,1683.2451,6667.0049,0,1,.56250006,1,.15000001,9.9246626,8.1201782,10.826905,6.715836,2.0300446,40.600895,8.8050756,.22314355,1,1
192024,1,2,19,40,1,0,4,12,14548.653,4598.728,769.7251,5368.4531,0,0,1.1875,1,.15000001,9.9246626,8.1201782,10.826905,6.715836,2.0300446,40.600895,8.5884809,.11332869,1,1
192043,1,2,19,70,1,0,14,44,72113,4198.9058,1284.2446,5483.1504,1,0,.56250006,1,.15000001,9.9246626,8.1201782,10.826905,6.715836,2.0300446,40.600895,8.6096172,.36464313,1,1
192045,1,2,19,62,1,0,10,25,56421.707,2891.0542,356.61108,3247.6653,0,0,2.6666667,1,.15000001,9.9246626,8.1201782,10.826905,6.715836,2.0300446,40.600895,8.0859995,.22314355,1,1
192053,1,2,19,40,1,0,6,1,1762,2162.2231,493.97754,2656.2007,0,1,.56250006,1,.15000001,9.9246626,8.1201782,10.826905,6.715836,2.0300446,40.600895,7.8850284,.0099503305,1,1
192083,1,2,19,45,1,0,8,6,33008,2211.9028,464.3728,2676.2756,0,1,.56250006,1,.15000001,9.9246626,8.1201782,10.826905,6.715836,2.0300446,40.600895,7.8925552,.058268908,1,1
192103,1,2,19,48,1,0,7,10,4972,2150.3008,471.74365,2622.0444,0,1,.56250006,1,.15000001,9.9246626,8.1201782,10.826905,6.715836,2.0300446,40.600895,7.8720908,.095310181,1,1
192123,1,2,19,58,0,0,8,4,20085,2114.6299,295.20239,2409.8323,0,1,.56250006,1,.15000001,9.9246626,8.1201782,10.826905,6.715836,2.0300446,40.600895,7.7877274,.039220713,1,1
192163,1,2,19,35,1,0,4,30,61713.359,4246.1768,1018.4058,5264.5825,0,1,.56250006,1,.15000001,9.9246626,8.1201782,10.826905,6.715836,2.0300446,40.600895,8.5689468,.26236427,1,1
192173,1,2,19,45,1,7,6,18,47949.652,3391.979,722.92139,4114.9004,0,1,.56250006,1,.15000001,9.9246626,8.1201782,10.826905,6.715836,2.0300446,40.600895,8.3226128,.16551444,1,1
192183,1,2,19,40,1,0,2,7,20841.791,5977.8047,899.98682,6877.7915,0,1,.56250006,1,.15000001,9.9246626,8.1201782,10.826905,6.715836,2.0300446,40.600895,8.8361979,.067658648,1,1
192193,1,2,19,45,1,0,7,30,61185.547,1989.057,518.1449,2507.2019,1,0,.56250006,1,.15000001,9.9246626,8.1201782,10.826905,6.715836,2.0300446,40.600895,7.8273215,.26236427,1,1
192203,1,2,19,35,1,10,5,90,100297.73,3613.4795,894.57324,4508.0527,0,1,.56250006,1,.15000001,9.9246626,8.1201782,10.826905,6.715836,2.0300446,40.600895,8.4138422,.64185387,1,1
192213,1,2,19,40,1,0,8,39,47591.012,2870.4832,620.00952,3490.4927,0,1,.56250006,1,.15000001,9.9246626,8.1201782,10.826905,6.715836,2.0300446,40.600895,8.1580849,.32930374,1,1
192223,1,2,19,28,1,5,3,45,49032.344,4136.7798,703.74902,4840.5288,0,1,.56250006,1,.15000001,9.9246626,8.1201782,10.826905,6.715836,2.0300446,40.600895,8.4849854,.37156355,1,1
193023,1,3,19,50,1,0,6,4,7385,2759.9585,453.37646,3213.335,0,1,.60785717,0,.1,9.9246626,8.1201782,10.826905,6.715836,2.0300446,40.600895,8.0753756,.039220713,0,1
193025,1,3,19,48,0,12,4,1,1827.0403,2803.4917,1326.2959,4129.7876,0,0,3.5266669,0,.1,9.9246626,8.1201782,10.826905,6.715836,2.0300446,40.600895,8.3262234,.0099503305,0,1
193034,1,3,19,33,1,0,6,2,8938.9629,1728.9214,327.06274,2055.9841,0,0,.6516667,0,.1,9.9246626,8.1201782,10.826905,6.715836,2.0300446,40.600895,7.6289964,.019802628,0,1
193054,1,3,19,58,1,2,3,3,3028.1501,3036.0444,496.2334,3532.2778,0,0,.6516667,0,.1,9.9246626,8.1201782,10.826905,6.715836,2.0300446,40.600895,8.169981,.029558802,0,1
193063,1,3,19,52,0,0,5,68,68445,2763.5674,734.87622,3498.4436,0,1,.60785717,0,.1,9.9246626,8.1201782,10.826905,6.715836,2.0300446,40.600895,8.1603594,.51879382,0,1
193064,1,3,19,35,1,0,5,36,20598.186,2559.4802,515.09009,3074.5703,0,0,.6516667,0,.1,9.9246626,8.1201782,10.826905,6.715836,2.0300446,40.600895,8.0312452,.30748469,0,1
193113,1,3,19,52,1,1,5,60,39870,2792.2588,454.72998,3246.9888,0,1,.60785717,0,.1,9.9246626,8.1201782,10.826905,6.715836,2.0300446,40.600895,8.0857916,.47000363,0,1
193123,1,3,19,27,1,5,2,27,11503.587,3478.1431,883.06934,4361.2124,0,0,.60785717,0,.1,9.9246626,8.1201782,10.826905,6.715836,2.0300446,40.600895,8.3807344,.23901691,0,1
193143,1,3,19,62,1,0,9,63,45315,2785.522,565.40503,3350.927,0,1,.60785717,0,.1,9.9246626,8.1201782,10.826905,6.715836,2.0300446,40.600895,8.1172905,.48858002,0,1
194013,1,4,19,37,1,4,6,106,200348.48,4237.8311,1783.0562,6020.8872,0,1,.125,1,.1102381,9.811883,8.1201782,9.4735422,6.6395202,1.6917039,37.894169,8.7031555,.72270596,1,1
194015,1,4,19,55,1,5,4,190,307788.63,3718.0269,1691.3657,5409.3926,0,0,2.3499999,1,.1102381,9.811883,8.1201782,9.4735422,6.6395202,1.6917039,37.894169,8.596077,1.0647107,1,1
194023,1,4,19,50,0,0,2,66,95713.227,4907.2944,401.61084,5308.9053,0,1,.125,1,.1102381,9.811883,8.1201782,9.4735422,6.6395202,1.6917039,37.894169,8.5773296,.50681758,1,1
194025,1,4,19,50,1,4,4,240,295838.41,6530.6538,654.0127,7184.6665,0,0,2.3499999,1,.1102381,9.811883,8.1201782,9.4735422,6.6395202,1.6917039,37.894169,8.8798437,1.2237754,1,1
194034,1,4,19,42,1,0,6,60,98853.023,2605.9006,322.7771,2928.6777,0,0,2.2750001,1,.1102381,9.811883,8.1201782,9.4735422,6.6395202,1.6917039,37.894169,7.9826479,.47000363,1,1
194053,1,4,19,45,1,9,5,540,770283.56,4352.0098,2207.0645,6559.0742,0,1,.125,1,.1102381,9.811883,8.1201782,9.4735422,6.6395202,1.6917039,37.894169,8.7887573,1.856298,1,1
194054,1,4,19,45,1,0,6,30,72587.633,3432.3545,293.4541,3725.8086,0,1,2.2750001,1,.1102381,9.811883,8.1201782,9.4735422,6.6395202,1.6917039,37.894169,8.2233076,.26236427,1,1
194073,1,4,19,70,1,2,2,100,187914.48,4808.499,667.20801,5475.707,0,1,.125,1,.1102381,9.811883,8.1201782,9.4735422,6.6395202,1.6917039,37.894169,8.6082592,.69314718,1,1
194093,1,4,19,50,1,3,8,580,590012.19,4966.8428,733.35352,5700.1963,0,1,.125,1,.1102381,9.811883,8.1201782,9.4735422,6.6395202,1.6917039,37.894169,8.6484318,1.9169226,1,1
194103,1,4,19,30,1,5,3,90,155961.55,3669.8696,409.84351,4079.7131,0,1,.125,1,.1102381,9.811883,8.1201782,9.4735422,6.6395202,1.6917039,37.894169,8.3140268,.64185387,1,1
194113,1,4,19,30,1,9,13,650,564995.25,3749.8569,854.96094,4604.8179,1,1,.125,1,.1102381,9.811883,8.1201782,9.4735422,6.6395202,1.6917039,37.894169,8.4350758,2.0149031,1,1
194123,1,4,19,40,1,3,9,11,29875.49,2211.9968,402.3999,2614.3967,0,1,.125,1,.1102381,9.811883,8.1201782,9.4735422,6.6395202,1.6917039,37.894169,7.8691711,.10436001,1,1
194133,1,4,19,28,1,5,2,16,46420.359,6344.5664,2606.5771,8951.1436,0,1,.125,1,.1102381,9.811883,8.1201782,9.4735422,6.6395202,1.6917039,37.894169,9.0996485,.14842001,1,1
194143,1,4,19,45,1,5,9,151,286270.13,4953.0083,866.9043,5819.9126,0,1,.125,1,.1102381,9.811883,8.1201782,9.4735422,6.6395202,1.6917039,37.894169,8.6692123,.92028278,1,1
201023,1,1,20,50,1,0,2,1,11990,3446.3391,694.27515,4140.6143,0,1,.58159721,1,.89999998,7.6690574,7.4434972,8.1201782,5.1895099,1.6917039,35.187439,8.3288412,.0099503305,1,1
201025,1,1,20,25,1,0,3,12.5,15705.779,2166.2832,558.26221,2724.5454,0,0,2.3263888,1,.89999998,7.6690574,7.4434972,8.1201782,5.1895099,1.6917039,35.187439,7.9104238,.11778303,1,1
201053,1,1,20,55,1,0,5,1,2010,2004.8722,390.58044,2395.4526,0,1,.58159721,1,.89999998,7.6690574,7.4434972,8.1201782,5.1895099,1.6917039,35.187439,7.781745,.0099503305,1,1
201054,1,1,20,33,1,0,3,3,17410,2436.0537,435.33179,2871.3855,1,0,1.2083334,1,.89999998,7.6690574,7.4434972,8.1201782,5.1895099,1.6917039,35.187439,7.9628983,.029558802,1,1
201063,1,1,20,32,0,0,2,12.5,12856.949,2391.3926,1740.7632,4132.1558,0,0,.58159721,1,.89999998,7.6690574,7.4434972,8.1201782,5.1895099,1.6917039,35.187439,8.3267965,.11778303,1,1
201093,1,1,20,32,1,0,3,3,4398.4302,2402.2195,577.6604,2979.8799,0,0,.58159721,1,.89999998,7.6690574,7.4434972,8.1201782,5.1895099,1.6917039,35.187439,7.9999738,.029558802,1,1
201103,1,1,20,45,1,0,5,1,7250,1539.5858,316.68701,1856.2728,1,0,.58159721,1,.89999998,7.6690574,7.4434972,8.1201782,5.1895099,1.6917039,35.187439,7.5268645,.0099503305,1,1
201113,1,1,20,46,1,0,7,1,5600,2692.8059,773.35034,3466.1563,1,0,.58159721,1,.89999998,7.6690574,7.4434972,8.1201782,5.1895099,1.6917039,35.187439,8.1510897,.0099503305,1,1
201123,1,1,20,42,1,4,2,1,4275,3604.6826,879.68604,4484.3687,1,0,.58159721,1,.89999998,7.6690574,7.4434972,8.1201782,5.1895099,1.6917039,35.187439,8.408576,.0099503305,1,1
201153,1,1,20,36,1,5,4,5,12491.542,2057.4502,548.95801,2606.4082,1,0,.58159721,1,.89999998,7.6690574,7.4434972,8.1201782,5.1895099,1.6917039,35.187439,7.8661118,.048790164,1,1
201193,1,1,20,45,1,0,5,113.5,184869.41,3287.0483,1269.4546,4556.5029,0,1,.58159721,1,.89999998,7.6690574,7.4434972,8.1201782,5.1895099,1.6917039,35.187439,8.42453,.75846666,1,1
201203,1,1,20,50,1,0,6,67.5,82413.047,2282.6724,1757.6804,4040.3528,0,1,.58159721,1,.89999998,7.6690574,7.4434972,8.1201782,5.1895099,1.6917039,35.187439,8.3043346,.51581317,1,1
202013,1,2,20,46,1,0,4,5,44910,3197.3203,3544.1196,6741.4399,0,1,.23065475,1,.88999999,10.375784,6.7668157,9.4735422,7.0211015,2.0300446,43.307621,8.8161774,.048790164,1,1
202025,1,2,20,40,0,0,6,7,8593.8555,1596.5173,530.85669,2127.374,0,0,2.5,1,.88999999,10.375784,6.7668157,9.4735422,7.0211015,2.0300446,43.307621,7.6631136,.067658648,1,1
202033,1,2,20,28,1,0,2,1,3552.5784,3701.448,730.81616,4432.2642,0,0,.23065475,1,.88999999,10.375784,6.7668157,9.4735422,7.0211015,2.0300446,43.307621,8.3968916,.0099503305,1,1
202043,1,2,20,25,1,9,3,74,83502.508,2250.1917,3299.9504,5550.1421,0,0,.23065475,1,.88999999,10.375784,6.7668157,9.4735422,7.0211015,2.0300446,43.307621,8.6217594,.5538851,1,1
202053,1,2,20,54,0,0,4,1,5210,4794.627,1163.8926,5958.5195,0,1,.23065475,1,.88999999,10.375784,6.7668157,9.4735422,7.0211015,2.0300446,43.307621,8.6927452,.0099503305,1,1
202063,1,2,20,44,1,0,8,1,8700,2680.6741,1252.03,3932.7041,0,1,.23065475,1,.88999999,10.375784,6.7668157,9.4735422,7.0211015,2.0300446,43.307621,8.2773371,.0099503305,1,1
202073,1,2,20,44,1,0,5,30,32940,1733.9287,673.70435,2407.6331,0,1,.23065475,1,.88999999,10.375784,6.7668157,9.4735422,7.0211015,2.0300446,43.307621,7.7868147,.26236427,1,1
202083,1,2,20,57,1,0,3,15,17775,3669.8696,703.74902,4373.6187,0,1,.23065475,1,.88999999,10.375784,6.7668157,9.4735422,7.0211015,2.0300446,43.307621,8.3835745,.13976194,1,1
202093,1,2,20,62,1,0,5,5,23050,2387.603,470.56445,2858.1675,0,1,.23065475,1,.88999999,10.375784,6.7668157,9.4735422,7.0211015,2.0300446,43.307621,7.9582858,.048790164,1,1
202103,1,2,20,52,1,0,5,5,13700,2644.7422,1626.7422,4271.4844,0,1,.23065475,1,.88999999,10.375784,6.7668157,9.4735422,7.0211015,2.0300446,43.307621,8.359951,.048790164,1,1
202113,1,2,20,38,1,0,4,1,2680,2118.6899,488.05664,2606.7466,0,1,.23065475,1,.88999999,10.375784,6.7668157,9.4735422,7.0211015,2.0300446,43.307621,7.8662419,.0099503305,1,1
202153,1,2,20,50,1,0,5,31,31384.49,2705.1023,496.00757,3201.1099,0,1,.23065475,1,.88999999,10.375784,6.7668157,9.4735422,7.0211015,2.0300446,43.307621,8.0715656,.27002713,1,1
202163,1,2,20,35,0,0,2,6,9331.4385,1898.7684,1654.4865,3553.2549,0,1,.23065475,1,.88999999,10.375784,6.7668157,9.4735422,7.0211015,2.0300446,43.307621,8.1759005,.058268908,1,1
202213,1,2,20,38,0,0,6,1,4168.3584,3120.4043,609.57715,3729.9814,1,1,.23065475,1,.88999999,10.375784,6.7668157,9.4735422,7.0211015,2.0300446,43.307621,8.2244263,.0099503305,1,1
202223,1,2,20,64,1,0,4,7,16125.322,2613.3442,1369.4343,3982.7786,1,1,.23065475,1,.88999999,10.375784,6.7668157,9.4735422,7.0211015,2.0300446,43.307621,8.2899857,.067658648,1,1
203015,1,3,20,30,1,0,2,1,5860.062,3925.4297,930.43701,4855.8667,0,0,2.2435896,1,.80000001,12.405828,8.1201782,8.1201782,8.3947954,2.0300446,43.307621,8.4881487,.0099503305,1,1
